state_abb,state,election_date,partyname_gerda,partyname_short,vshare_opt1,vshare_opt2,vshare_opt3,party_vshare
BB,12,2024-09-22,gruene,Grüne,0.02678112781881145,0.04132371743647115,0.04132553372571113,0.04132672801822566
BB,12,2024-09-22,linke_pds,Linke,0.02396998635793575,0.02976732726013531,0.0297686356147452,0.02977186623237985
BB,12,2024-09-22,freie_wahler,FW-BB,0.02520068809716886,0.02568256885621437,0.02568369767463542,0.02568760784193594
BB,12,2024-09-22,tierschutz,Die Tierschutzpartei,0.01744789138429851,0.02000359597251078,0.02000447518470126,0.0200057404707852
BB,12,2024-09-22,plus,PB,0.00609306987242339,0.00904520270630227,0.00904560026744556,0.00904623609584055
BB,12,2024-09-22,fdp,FDP,0.00639768264600085,0.00830203505407277,0.00830239995098607,0.00830769988925286
BB,12,2024-09-22,dlw,DLW,0.00639158462859932,0.00441305737573917,0.00441325134155648,0.00441723233390094
BB,12,2024-09-22,werteunion,WU,0.0024699901859938,0.00257112034521336,0.00257123335291226,0.00258254590545271
BB,12,2024-09-22,iii_weg,DritterWeg,0.0014628445896676,0.00119333013691332,0.00119338258700305,0.00120536567531444
BB,12,2024-09-22,dkp,DKP,4.819076862891164e-4,6.67252677001758e-4,6.672820045630901e-4,6.799327925392526e-4
BB,12,2024-09-22,other,,6.49198615946084e-4,1.0388365031165096e-4,1.038882162792835e-4,
BE,11,1990-12-02,cdu,CDU,0.4038147819084607,0.4038147819084607,0.4038147819084607,0.4038147819084607
BE,11,1990-12-02,spd,SPD,0.30411826873838027,0.30411826873838027,0.30411826873838027,0.30411826873838027
BE,11,1990-12-02,linke_pds,Linke,0.09153139018560837,0.09153139018560837,0.09153139018560837,0.09153139018560837
BE,11,1990-12-02,fdp,FDP,0.0708598166202621,0.0708598166202621,0.0708598166202621,0.0708598166202621
BE,11,1990-12-02,gruene,Grüne,0.04994012474259582,0.04994012474259582,0.04994012474259582,0.04994012474259582
BE,11,1990-12-02,b90_gr,Bü90GrüUFV,0.04352767782060006,0.04352767782060006,0.04352767782060006,0.04352767782060006
BE,11,1990-12-02,rep,Rep,0.0307255652986978,0.0307255652986978,0.0307255652986978,0.0307255652986978
BE,11,1990-12-02,odp,ÖDP,0.00255547004305669,0.00255547004305669,0.00255547004305669,0.00255547004305669
BE,11,1990-12-02,dsu,DSU,0.00224792219485161,0.00224792219485161,0.00224792219485161,0.00224792219485161
BE,11,1990-12-02,ddd,DDD,6.789824474865764e-4,6.789824474865764e-4,6.789824474865764e-4,6.789824474865764e-4
BE,11,1990-12-02,other,,0,0,0,
BE,11,1995-10-22,cdu,CDU,0.3744370010292442,0.3744370010292442,0.3744370010292442,0.3744370010292442
BE,11,1995-10-22,spd,SPD,0.23559088082454563,0.23559088082454563,0.23559088082454563,0.23559088082454563
BE,11,1995-10-22,linke_pds,Linke,0.14629645827367352,0.14629645827367352,0.14629645827367352,0.14629645827367352
BE,11,1995-10-22,gruene,Grüne,0.1317947790120454,0.1317947790120454,0.1317947790120454,0.1317947790120454
BE,11,1995-10-22,rep,Rep,0.02723603001702626,0.02723603001702626,0.02723603001702626,0.02723603001702626
BE,11,1995-10-22,fdp,FDP,0.0253962110873204,0.0253962110873204,0.0253962110873204,0.0253962110873204
BE,11,1995-10-22,graue,Graue,0.01698792105852793,0.01698792105852793,0.01698792105852793,0.01698792105852793
BE,11,1995-10-22,apd,APD,0.00900139349359508,0.00900139349359508,0.00900139349359508,0.00900139349359508
BE,11,1995-10-22,wbk,WBK,0.0078481367564789,0.0078481367564789,0.0078481367564789,0.0078481367564789
BE,11,1995-10-22,pass,PASS,0.00568121227951828,0.00568121227951828,0.00568121227951828,0.00568121227951828
BE,11,1995-10-22,bsp_berlin,BSPBerlin,0.00462261245900696,0.00462261245900696,0.00462261245900696,0.00462261245900696
BE,11,1995-10-22,krpd_rz,KPD/RZ,0.00391028920683494,0.00391028920683494,0.00391028920683494,0.00391028920683494
BE,11,1995-10-22,hl_berlin,HanfLB,0.00369761069167845,0.00369761069167845,0.00369761069167845,0.00369761069167845
BE,11,1995-10-22,odp,ÖDP,0.00297450374014639,0.00297450374014639,0.00297450374014639,0.00297450374014639
BE,11,1995-10-22,naturgesetz,Naturgesetz,0.00258149780791355,0.00258149780791355,0.00258149780791355,0.00258149780791355
BE,11,1995-10-22,buergerbund,Bürgerbund (BE),0.00116463953088511,0.00116463953088511,0.00116463953088511,0.00116463953088511
BE,11,1995-10-22,wib,WiB,7.099268745364507e-4,7.099268745364507e-4,7.099268745364507e-4,7.099268745364507e-4
BE,11,1995-10-22,ufb,UFB,4.912574152910461e-5,4.912574152910461e-5,4.912574152910461e-5,4.912574152910461e-5
BE,11,1995-10-22,oekoli,ÖkoLinx,1.9770115493420144e-5,1.9770115493420144e-5,1.9770115493420144e-5,1.9770115493420144e-5
BE,11,1995-10-22,other,,0,0,0,
BE,11,1999-10-10,cdu,CDU,0.4075983514712429,0.4075983514712429,0.4075983514712429,0.4075983514712429
BE,11,1999-10-10,spd,SPD,0.2236738092679857,0.2236738092679857,0.2236738092679857,0.2236738092679857
BE,11,1999-10-10,linke_pds,Linke,0.17707421960940817,0.17707421960940817,0.17707421960940817,0.17707421960940817
BE,11,1999-10-10,gruene,Grüne,0.09933767210548128,0.09933767210548128,0.09933767210548128,0.09933767210548128
BE,11,1999-10-10,rep,Rep,0.02674254401448986,0.02674254401448986,0.02674254401448986,0.02674254401448986
BE,11,1999-10-10,fdp,FDP,0.02192410218627044,0.02192410218627044,0.02192410218627044,0.02192410218627044
BE,11,1999-10-10,graue,Graue,0.0112300265545135,0.0112300265545135,0.0112300265545135,0.0112300265545135
BE,11,1999-10-10,tierschutz,Die Tierschutzpartei,0.01070111078706759,0.01070111078706759,0.01070111078706759,0.01070111078706759
BE,11,1999-10-10,npd,NPD,0.00833857772183763,0.00833857772183763,0.00833857772183763,0.00833857772183763
BE,11,1999-10-10,pass,PASS,0.00484978024733047,0.00484978024733047,0.00484978024733047,0.00484978024733047
BE,11,1999-10-10,kpd_rz,KPD/RZ,0.00216810695482662,0.00216810695482662,0.00216810695482662,0.00216810695482662
BE,11,1999-10-10,naturgesetz,Naturgesetz,0.0019724017252759,0.0019724017252759,0.0019724017252759,0.0019724017252759
BE,11,1999-10-10,buergerbund,Bürgerbund (BE),0.0019058875296116,0.0019058875296116,0.0019058875296116,0.0019058875296116
BE,11,1999-10-10,dl,DL (1999),0.00111603145609807,0.00111603145609807,0.00111603145609807,0.00111603145609807
BE,11,1999-10-10,neue_demokratie,NeueDem,9.011394393364952e-4,9.011394393364952e-4,9.011394393364952e-4,9.011394393364952e-4
BE,11,1999-10-10,bueso,BÜSO,3.396061336321356e-4,3.396061336321356e-4,3.396061336321356e-4,3.396061336321356e-4
BE,11,1999-10-10,hp,HP,1.2663279559164378e-4,1.2663279559164378e-4,1.2663279559164378e-4,1.2663279559164378e-4
BE,11,1999-10-10,other,,0,0,0,
BE,11,2001-10-21,spd,SPD,0.29677861295675945,0.29677861295675945,0.29677861295675945,0.29677861295675945
BE,11,2001-10-21,cdu,CDU,0.23759192478707453,0.23759192478707453,0.23759192478707453,0.23759192478707453
BE,11,2001-10-21,linke_pds,Linke,0.22564124045639297,0.22564124045639297,0.22564124045639297,0.22564124045639297
BE,11,2001-10-21,fdp,FDP,0.09914940696269044,0.09914940696269044,0.09914940696269044,0.09914940696269044
BE,11,2001-10-21,gruene,Grüne,0.09121082608797428,0.09121082608797428,0.09121082608797428,0.09121082608797428
BE,11,2001-10-21,graue,Graue,0.01360961179988394,0.01360961179988394,0.01360961179988394,0.01360961179988394
BE,11,2001-10-21,rep,Rep,0.01345129603323522,0.01345129603323522,0.01345129603323522,0.01345129603323522
BE,11,2001-10-21,npd,NPD,0.00930798145549479,0.00930798145549479,0.00930798145549479,0.00930798145549479
BE,11,2001-10-21,statt_partei,STATT,0.0082521323347325,0.0082521323347325,0.0082521323347325,0.0082521323347325
BE,11,2001-10-21,odp,ÖDP,0.00203531242415319,0.00203531242415319,0.00203531242415319,0.00203531242415319
BE,11,2001-10-21,bueso,BÜSO,0.0011636516856009,0.0011636516856009,0.0011636516856009,0.0011636516856009
BE,11,2001-10-21,dkp,DKP,8.513322548970086e-4,8.513322548970086e-4,8.513322548970086e-4,8.513322548970086e-4
BE,11,2001-10-21,mlpd,MLPD,7.281293236528684e-4,7.281293236528684e-4,7.281293236528684e-4,7.281293236528684e-4
BE,11,2001-10-21,hp,HP,2.2854143745788e-4,2.2854143745788e-4,2.2854143745788e-4,2.2854143745788e-4
BE,11,2001-10-21,other,,0,0,0,
BE,11,2006-09-17,spd,SPD,0.3078756021504986,0.3078756021504986,0.3078756021504986,0.3078756021504986
BE,11,2006-09-17,cdu,CDU,0.2134714724961974,0.2134714724961974,0.2134714724961974,0.2134714724961974
BE,11,2006-09-17,linke_pds,Linke,0.13444972429039717,0.13444972429039717,0.13444972429039717,0.13444972429039717
BE,11,2006-09-17,gruene,Grüne,0.1313132779857045,0.1313132779857045,0.1313132779857045,0.1313132779857045
BE,11,2006-09-17,fdp,FDP,0.07593104174305099,0.07593104174305099,0.07593104174305099,0.07593104174305099
BE,11,2006-09-17,graue,Graue,0.03839533017994635,0.03839533017994635,0.03839533017994635,0.03839533017994635
BE,11,2006-09-17,wasg,WASG,0.02940708822344276,0.02940708822344276,0.02940708822344276,0.02940708822344276
BE,11,2006-09-17,npd,NPD,0.02557728399722656,0.02557728399722656,0.02557728399722656,0.02557728399722656
BE,11,2006-09-17,rep,Rep,0.00865572056586718,0.00865572056586718,0.00865572056586718,0.00865572056586718
BE,11,2006-09-17,tierschutz,Die Tierschutzpartei,0.00849962427986975,0.00849962427986975,0.00849962427986975,0.00849962427986975
BE,11,2006-09-17,eltern,Eltern,0.00730821030162884,0.00730821030162884,0.00730821030162884,0.00730821030162884
BE,11,2006-09-17,bildung,Bildungspartei,0.00334046052034515,0.00334046052034515,0.00334046052034515,0.00334046052034515
BE,11,2006-09-17,die_frauen,DieFrauen,0.00275673301363845,0.00275673301363845,0.00275673301363845,0.00275673301363845
BE,11,2006-09-17,appd,APPD,0.00252367762849809,0.00252367762849809,0.00252367762849809,0.00252367762849809
BE,11,2006-09-17,pass,PASS,0.00187170337349485,0.00187170337349485,0.00187170337349485,0.00187170337349485
BE,11,2006-09-17,agfg,AGFG,0.00172431943834378,0.00172431943834378,0.00172431943834378,0.00172431943834378
BE,11,2006-09-17,bueso,BÜSO,0.00169527826885588,0.00169527826885588,0.00169527826885588,0.00169527826885588
BE,11,2006-09-17,offensive_d,PRO (Schill),0.00134024997186636,0.00134024997186636,0.00134024997186636,0.00134024997186636
BE,11,2006-09-17,dap,DArbeitslosenP,0.00126909910662102,0.00126909910662102,0.00126909910662102,0.00126909910662102
BE,11,2006-09-17,humanwirtschaft,Humanwirtschaft,0.00100918063970436,0.00100918063970436,0.00100918063970436,0.00100918063970436
BE,11,2006-09-17,odp,ÖDP,7.158648278766186e-4,7.158648278766186e-4,7.158648278766186e-4,7.158648278766186e-4
BE,11,2006-09-17,forum,Forum,4.5885047790874536e-4,4.5885047790874536e-4,4.5885047790874536e-4,4.5885047790874536e-4
BE,11,2006-09-17,psg,PSG,4.102065190165208e-4,4.102065190165208e-4,4.102065190165208e-4,4.102065190165208e-4
BE,11,2006-09-17,other,,0,0,0,
BE,11,2011-09-18,spd,SPD,0.2828745162316887,0.2828745162316887,0.2828745162316887,0.2828745162316887
BE,11,2011-09-18,cdu,CDU,0.2334803601186708,0.2334803601186708,0.2334803601186708,0.2334803601186708
BE,11,2011-09-18,gruene,Grüne,0.1759277572655071,0.1759277572655071,0.1759277572655071,0.1759277572655071
BE,11,2011-09-18,linke_pds,Linke,0.11706252117288364,0.11706252117288364,0.11706252117288364,0.11706252117288364
BE,11,2011-09-18,piraten,Piraten,0.08904074432737812,0.08904074432737812,0.08904074432737812,0.08904074432737812
BE,11,2011-09-18,npd,NPD,0.02138059177995941,0.02138059177995941,0.02138059177995941,0.02138059177995941
BE,11,2011-09-18,fdp,FDP,0.01843914357182697,0.01843914357182697,0.01843914357182697,0.01843914357182697
BE,11,2011-09-18,tierschutz,Die Tierschutzpartei,0.01481947871077242,0.01481947871077242,0.01481947871077242,0.01481947871077242
BE,11,2011-09-18,pro_deutschland,proDeutschland,0.01220789975259806,0.01220789975259806,0.01220789975259806,0.01220789975259806
BE,11,2011-09-18,die_freiheit,DieFreiheit,0.00963122397232383,0.00963122397232383,0.00963122397232383,0.00963122397232383
BE,11,2011-09-18,die_partei,DiePartei,0.00880176021516782,0.00880176021516782,0.00880176021516782,0.00880176021516782
BE,11,2011-09-18,big,BIG,0.00548322081050654,0.00548322081050654,0.00548322081050654,0.00548322081050654
BE,11,2011-09-18,dkp,DKP,0.00247607250279738,0.00247607250279738,0.00247607250279738,0.00247607250279738
BE,11,2011-09-18,deutsche_konservative,DKons,0.00159596491888433,0.00159596491888433,0.00159596491888433,
BE,11,2011-09-18,odp,ÖDP,0.00132768951227941,0.00132768951227941,0.00132768951227941,0.00132768951227941
BE,11,2011-09-18,psg,PSG,0.00115659550296505,0.00115659550296505,0.00115659550296505,0.00115659550296505
BE,11,2011-09-18,bueso,BÜSO,0.00114701423844345,0.00114701423844345,0.00114701423844345,0.00114701423844345
BE,11,2011-09-18,familie,Familie,9.7249834894281e-4,9.7249834894281e-4,9.7249834894281e-4,9.7249834894281e-4
BE,11,2011-09-18,ddp,DDP (2004),8.705263193914528e-4,8.705263193914528e-4,8.705263193914528e-4,8.705263193914528e-4
BE,11,2011-09-18,unabhangige,UfBD,5.707696150726978e-4,5.707696150726978e-4,5.707696150726978e-4,5.707696150726978e-4
BE,11,2011-09-18,b,Bergpartei,4.592163209997366e-4,4.592163209997366e-4,4.592163209997366e-4,4.592163209997366e-4
BE,11,2011-09-18,appd,APPD,2.7443479094023003e-4,2.7443479094023003e-4,2.7443479094023003e-4,2.7443479094023003e-4
BE,11,2011-09-18,other,,0,0,0,
BE,11,2016-09-18,spd,SPD,0.21553123866707355,0.21553123866707355,0.21553123866707355,0.21553123866707355
BE,11,2016-09-18,cdu,CDU,0.17612674897824018,0.17612674897824018,0.17612674897824018,0.17612674897824018
BE,11,2016-09-18,linke_pds,Linke,0.15637588530604482,0.15637588530604482,0.15637588530604482,0.15637588530604482
BE,11,2016-09-18,gruene,Grüne,0.15186442502273464,0.15186442502273464,0.15186442502273464,0.15186442502273464
BE,11,2016-09-18,afd,AfD,0.1415706878004659,0.1415706878004659,0.1415706878004659,0.1415706878004659
BE,11,2016-09-18,fdp,FDP,0.06696555524230217,0.06696555524230217,0.06696555524230217,0.06696555524230217
BE,11,2016-09-18,die_partei,DiePartei,0.01952336425164616,0.01952336425164616,0.01952336425164616,0.01952336425164616
BE,11,2016-09-18,tierschutz,Die Tierschutzpartei,0.01872589316455974,0.01872589316455974,0.01872589316455974,0.01872589316455974
BE,11,2016-09-18,piraten,Piraten,0.0173266494166658,0.0173266494166658,0.0173266494166658,0.0173266494166658
BE,11,2016-09-18,graue,Graue,0.01110527413374397,0.01110527413374397,0.01110527413374397,0.01110527413374397
BE,11,2016-09-18,npd,NPD,0.00578472316928708,0.00578472316928708,0.00578472316928708,0.00578472316928708
BE,11,2016-09-18,gesundheitsforschung,Gesundheitsforschung,0.00480317324998211,0.00480317324998211,0.00480317324998211,0.00480317324998211
BE,11,2016-09-18,pro_deutschland,proDeutschland,0.00445703165850135,0.00445703165850135,0.00445703165850135,0.00445703165850135
BE,11,2016-09-18,alfa,LKR,0.00407175038176482,0.00407175038176482,0.00407175038176482,0.00407175038176482
BE,11,2016-09-18,dkp,DKP,0.0021239394827079,0.0021239394827079,0.0021239394827079,0.0021239394827079
BE,11,2016-09-18,psg,PSG,0.00125124681302055,0.00125124681302055,0.00125124681302055,0.00125124681302055
BE,11,2016-09-18,bueso,BÜSO,7.864630506082246e-4,7.864630506082246e-4,7.864630506082246e-4,7.864630506082246e-4
BE,11,2016-09-18,violetten,Violetten,5.234932902959878e-4,5.234932902959878e-4,5.234932902959878e-4,5.234932902959878e-4
BE,11,2016-09-18,menschliche_welt,MenschlWelt,5.130968113999226e-4,5.130968113999226e-4,5.130968113999226e-4,5.130968113999226e-4
BE,11,2016-09-18,b,Bergpartei,3.889506222292619e-4,3.889506222292619e-4,3.889506222292619e-4,3.889506222292619e-4
BE,11,2016-09-18,odp,ÖDP,1.804094867258369e-4,1.804094867258369e-4,1.804094867258369e-4,1.804094867258369e-4
BE,11,2016-09-18,big,,0,0,0,
BE,11,2016-09-18,die_einheit,,0,0,0,
BE,11,2016-09-18,dl,,0,0,0,
BE,11,2016-09-18,mieterpartei,Mieterpartei,0,0,0,
BE,11,2016-09-18,tierschutzallianz,,0,0,0,
BE,11,2016-09-18,other,,0,0,0,
BE,11,2021-09-26,spd,SPD,0.21427057898712387,0.21427057898712387,0.21427057898712387,0.21427057898712387
BE,11,2021-09-26,gruene,Grüne,0.1957139187029002,0.1957139187029002,0.1957139187029002,0.18876752244102096
BE,11,2021-09-26,cdu,CDU,0.1803773912203348,0.1803773912203348,0.1803773912203348,0.1803773912203348
BE,11,2021-09-26,linke_pds,Linke,0.14056543907109104,0.14056543907109104,0.14056543907109104,0.14056543907109104
BE,11,2021-09-26,afd,AfD,0.07998840620443726,0.07998840620443726,0.07998840620443726,0.07998840620443726
BE,11,2021-09-26,fdp,FDP,0.07147366363939782,0.07147366363939782,0.07147366363939782,0.07147366363939782
BE,11,2021-09-26,tierschutz,Die Tierschutzpartei,0.02202821156920266,0.02202821156920266,0.02202821156920266,0.02202821156920266
BE,11,2021-09-26,die_partei,DiePartei,0.01800551583607075,0.01800551583607075,0.01800551583607075,0.01800551583607075
