"","state","election_date","partyname_short","polidoc_filename","polidoc_filename_2","agwatch_pdf_url","agwatch_election_manifesto"
"1","BE",1975-03-02,"CDU","41521.002.1975.1.1",NA,NA,NA
"2","BE",1975-03-02,"SPD","41320.002.1975.1.1",NA,NA,NA
"3","BE",1975-03-02,"FDP","41420.002.1975.1.1",NA,NA,NA
"4","RP",1975-03-09,"CDU","41521.011.1975.1.1",NA,NA,NA
"5","RP",1975-03-09,"SPD","41320.011.1975.1.1",NA,NA,NA
"6","RP",1975-03-09,"FDP","41420.011.1975.1.1",NA,NA,NA
"7","SH",1975-04-13,"CDU","41521.012.1975.1.1",NA,NA,NA
"8","SH",1975-04-13,"SPD","41320.012.1975.1.1",NA,NA,NA
"9","SH",1975-04-13,"FDP","41420.012.1975.1.1",NA,NA,NA
"10","NW",1975-05-04,"CDU","41521.010.1975.1.1",NA,NA,NA
"11","NW",1975-05-04,"SPD","41320.010.1975.1.1",NA,NA,NA
"12","NW",1975-05-04,"FDP","41420.010.1975.1.1",NA,NA,NA
"13","SL",1975-05-04,"CDU","41521.013.1975.1.1",NA,NA,NA
"14","SL",1975-05-04,"SPD","41320.013.1975.1.1",NA,NA,NA
"15","SL",1975-05-04,"FDP","41420.013.1975.1.1",NA,NA,NA
"16","HB",1975-09-28,"SPD","41320.005.1975.1.1",NA,NA,NA
"17","HB",1975-09-28,"CDU","41521.005.1975.1.1",NA,NA,NA
"18","HB",1975-09-28,"FDP","41420.005.1975.1.1",NA,NA,NA
"19","BW",1976-04-04,"CDU","41521.003.1976.1.1",NA,NA,NA
"20","BW",1976-04-04,"SPD","41320.003.1976.1.1",NA,NA,NA
"21","BW",1976-04-04,"FDP","41420.003.1976.1.1",NA,NA,NA
"22","HH",1978-06-04,"SPD","41320.007.1978.1.1",NA,NA,NA
"23","HH",1978-06-04,"CDU","41521.007.1978.1.1",NA,NA,NA
"24","NI",1978-06-04,"CDU","41521.009.1978.1.1",NA,NA,NA
"25","NI",1978-06-04,"SPD","41320.009.1978.1.1",NA,NA,NA
"26","HE",1978-10-08,"CDU","41521.006.1978.1.1",NA,NA,NA
"27","HE",1978-10-08,"SPD","41320.006.1978.1.1",NA,NA,NA
"28","HE",1978-10-08,"FDP","41420.006.1978.1.1",NA,NA,NA
"29","BY",1978-10-15,"CSU","41523.004.1978.1.1",NA,NA,NA
"30","BY",1978-10-15,"SPD","41320.004.1978.1.1",NA,NA,NA
"31","BY",1978-10-15,"FDP","41420.004.1978.1.1",NA,NA,NA
"32","BE",1979-03-18,"CDU","41521.002.1979.1.1",NA,NA,NA
"33","BE",1979-03-18,"SPD","41320.002.1979.1.1",NA,NA,NA
"34","BE",1979-03-18,"FDP","41420.002.1979.1.1",NA,NA,NA
"35","RP",1979-03-18,"CDU","41521.011.1979.1.1",NA,NA,NA
"36","RP",1979-03-18,"SPD","41320.011.1979.1.1",NA,NA,NA
"37","RP",1979-03-18,"FDP","41420.011.1979.1.1",NA,NA,NA
"38","SH",1979-04-29,"CDU","41521.012.1979.1.1",NA,NA,NA
"39","SH",1979-04-29,"SPD","41320.012.1979.1.1",NA,NA,NA
"40","SH",1979-04-29,"FDP","41420.012.1979.1.1",NA,NA,NA
"41","SH",1979-04-29,"SSW","41902.012.1979.1.1",NA,NA,NA
"42","HB",1979-10-07,"SPD","41320.005.1979.1.1",NA,NA,NA
"43","HB",1979-10-07,"CDU","41521.005.1979.1.1",NA,NA,NA
"44","HB",1979-10-07,"FDP","41420.005.1979.1.1",NA,NA,NA
"45","HB",1979-10-07,"BGL","41111.005.1979.1.1",NA,NA,NA
"46","BW",1980-03-16,"CDU","41521.003.1980.1.1",NA,NA,NA
"47","BW",1980-03-16,"SPD","41320.003.1980.1.1",NA,NA,NA
"48","BW",1980-03-16,"FDP","41420.003.1980.1.1",NA,NA,NA
"49","BW",1980-03-16,"Grüne","41111.003.1980.1.1",NA,NA,NA
"50","SL",1980-04-27,"SPD","41320.013.1980.1.1",NA,NA,NA
"51","SL",1980-04-27,"CDU","41521.013.1980.1.1",NA,NA,NA
"52","SL",1980-04-27,"FDP","41420.013.1980.1.1",NA,NA,NA
"53","SL",1980-04-27,"Grüne","41111.013.1980.1.1",NA,NA,NA
"54","NW",1980-05-11,"SPD","41320.010.1980.1.1",NA,NA,NA
"55","NW",1980-05-11,"CDU","41521.010.1980.1.1",NA,NA,NA
"56","NW",1980-05-11,"FDP","41420.010.1980.1.1",NA,NA,NA
"57","NW",1980-05-11,"Grüne","41111.010.1980.1.1",NA,NA,NA
"58","BE",1981-05-10,"CDU","41521.002.1981.1.1",NA,NA,NA
"59","BE",1981-05-10,"SPD","41320.002.1981.1.1",NA,NA,NA
"60","BE",1981-05-10,"Grüne","41111.002.1981.1.1",NA,NA,NA
"61","BE",1981-05-10,"FDP","41420.002.1981.1.1",NA,NA,NA
"62","NI",1982-03-21,"CDU","41521.009.1982.1.1",NA,NA,NA
"63","NI",1982-03-21,"SPD","41320.009.1982.1.1",NA,NA,NA
"64","NI",1982-03-21,"Grüne","41111.009.1982.1.1",NA,NA,NA
"65","NI",1982-03-21,"FDP","41420.009.1982.1.1",NA,NA,NA
"66","HH",1982-06-06,"Grüne","41111.007.1982.1.1",NA,NA,NA
"67","HE",1982-09-26,"CDU","41521.006.1982.1.1",NA,NA,NA
"68","HE",1982-09-26,"SPD","41320.006.1982.1.1",NA,NA,NA
"69","HE",1982-09-26,"Grüne","41111.006.1982.1.1",NA,NA,NA
"70","BY",1982-10-10,"CSU","41523.004.1982.1.1",NA,NA,NA
"71","BY",1982-10-10,"SPD","41320.004.1982.1.1",NA,NA,NA
"72","HH",1982-12-19,"SPD","41320.007.1982.1.1",NA,NA,NA
"73","HH",1982-12-19,"CDU","41521.007.1982.1.1",NA,NA,NA
"74","RP",1983-03-06,"CDU","41521.011.1983.1.1",NA,NA,NA
"75","RP",1983-03-06,"SPD","41320.011.1983.1.1",NA,NA,NA
"76","RP",1983-03-06,"Grüne","41111.011.1983.1.1",NA,NA,NA
"77","SH",1983-03-13,"CDU","41521.012.1983.1.1",NA,NA,NA
"78","SH",1983-03-13,"SPD","41320.012.1983.1.1",NA,NA,NA
"79","SH",1983-03-13,"Grüne","41111.012.1983.1.1",NA,NA,NA
"80","SH",1983-03-13,"FDP","41420.012.1983.1.1",NA,NA,NA
"81","SH",1983-03-13,"SSW","41902.012.1983.1.1",NA,NA,NA
"82","HB",1983-09-25,"SPD","41320.005.1983.1.1","41320.005.1984.1.1",NA,NA
"83","HB",1983-09-25,"CDU","41521.005.1983.1.1",NA,NA,NA
"84","HB",1983-09-25,"Grüne","41111.005.1983.1.1",NA,NA,NA
"85","HE",1983-09-25,"CDU","41521.006.1983.1.1",NA,NA,NA
"86","HE",1983-09-25,"FDP","41420.006.1983.1.1",NA,NA,NA
"87","HE",1983-09-25,"Grüne","41111.006.1983.1.1",NA,NA,NA
"88","BW",1984-03-25,"CDU","41521.003.1984.1.1",NA,NA,NA
"89","BW",1984-03-25,"SPD","41320.003.1984.1.1",NA,NA,NA
"90","BW",1984-03-25,"Grüne","41111.003.1984.1.1",NA,NA,NA
"91","BW",1984-03-25,"FDP","41420.003.1984.1.1",NA,NA,NA
"92","BE",1985-03-10,"CDU","41521.002.1985.1.1",NA,NA,NA
"93","BE",1985-03-10,"SPD","41320.002.1985.1.1",NA,NA,NA
"94","BE",1985-03-10,"Grüne","41111.002.1985.1.1",NA,NA,NA
"95","BE",1985-03-10,"FDP","41420.002.1985.1.1",NA,NA,NA
"96","SL",1985-03-10,"SPD","41320.013.1985.1.1",NA,NA,NA
"97","SL",1985-03-10,"CDU","41521.013.1985.1.1",NA,NA,NA
"98","SL",1985-03-10,"FDP","41420.013.1985.1.1",NA,NA,NA
"99","NW",1985-05-12,"SPD","41320.010.1985.1.1",NA,NA,NA
"100","NW",1985-05-12,"CDU","41521.010.1985.1.1",NA,NA,NA
"101","NW",1985-05-12,"FDP","41420.010.1985.1.1",NA,NA,NA
"102","NI",1986-06-15,"CDU","41521.009.1986.1.1",NA,NA,NA
"103","NI",1986-06-15,"SPD","41320.009.1986.1.1",NA,NA,NA
"104","NI",1986-06-15,"Grüne","41111.009.1986.1.1",NA,NA,NA
"105","NI",1986-06-15,"FDP","41420.009.1986.1.1",NA,NA,NA
"106","BY",1986-10-12,"CSU","41523.004.1986.1.1",NA,NA,NA
"107","BY",1986-10-12,"SPD","41320.004.1986.1.1",NA,NA,NA
"108","BY",1986-10-12,"Grüne","41111.004.1986.1.1",NA,NA,NA
"109","BY",1986-10-12,"FDP","41420.004.1986.1.1",NA,NA,NA
"110","HH",1986-11-09,"CDU","41521.007.1986.1.1",NA,NA,NA
"111","HH",1986-11-09,"SPD","41320.007.1986.1.1",NA,NA,NA
"112","HH",1986-11-09,"Grüne","41111.007.1986.1.1",NA,NA,NA
"113","HH",1986-11-09,"FDP","41420.007.1986.1.1",NA,NA,NA
"114","HE",1987-04-05,"CDU","41521.006.1987.1.1",NA,NA,NA
"115","HE",1987-04-05,"SPD","41320.006.1987.1.1",NA,NA,NA
"116","HE",1987-04-05,"Grüne","41111.006.1987.1.1",NA,NA,NA
"117","HE",1987-04-05,"FDP","41420.006.1987.1.1",NA,NA,NA
"118","HH",1987-05-17,"SPD","41320.007.1987.1.1",NA,NA,NA
"119","HH",1987-05-17,"CDU","41521.007.1987.1.1",NA,NA,NA
"120","HH",1987-05-17,"Grüne","41111.007.1987.1.1",NA,NA,NA
"121","HH",1987-05-17,"FDP","41420.007.1987.1.1",NA,NA,NA
"122","RP",1987-05-17,"CDU","41521.011.1987.1.1",NA,NA,NA
"123","RP",1987-05-17,"SPD","41320.011.1987.1.1",NA,NA,NA
"124","RP",1987-05-17,"FDP","41420.011.1987.1.1",NA,NA,NA
"125","RP",1987-05-17,"Grüne","41111.011.1987.1.1",NA,NA,NA
"126","HB",1987-09-13,"SPD","41320.005.1987.1.1",NA,NA,NA
"127","HB",1987-09-13,"CDU","41521.005.1987.1.1",NA,NA,NA
"128","HB",1987-09-13,"Grüne","41111.005.1987.1.1",NA,NA,NA
"129","HB",1987-09-13,"FDP","41420.005.1987.1.1",NA,NA,NA
"130","SH",1987-09-13,"SPD","41320.012.1987.1.1",NA,NA,NA
"131","SH",1987-09-13,"CDU","41521.012.1987.1.1",NA,NA,NA
"132","SH",1987-09-13,"FDP","41420.012.1987.1.1",NA,NA,NA
"133","SH",1987-09-13,"Grüne","41111.012.1987.1.1",NA,NA,NA
"134","BW",1988-03-20,"CDU","41521.003.1988.1.1",NA,NA,NA
"135","BW",1988-03-20,"SPD","41320.003.1988.1.1",NA,NA,NA
"136","BW",1988-03-20,"Grüne","41111.003.1988.1.1",NA,NA,NA
"137","BW",1988-03-20,"FDP","41420.003.1988.1.1",NA,NA,NA
"138","SH",1988-05-08,"SPD","41320.012.1988.1.1",NA,NA,NA
"139","SH",1988-05-08,"CDU","41521.012.1988.1.1",NA,NA,NA
"140","SH",1988-05-08,"Grüne","41111.012.1988.1.1",NA,NA,NA
"141","BE",1989-01-29,"CDU","41521.002.1989.1.1",NA,NA,NA
"142","BE",1989-01-29,"SPD","41320.002.1989.1.1",NA,NA,NA
"143","BE",1989-01-29,"Grüne","41111.002.1989.1.1",NA,NA,NA
"144","BE",1989-01-29,"Rep","41701.002.1989.1.1",NA,NA,NA
"145","SL",1990-01-28,"SPD","41320.013.1990.1.1",NA,NA,NA
"146","SL",1990-01-28,"CDU","41521.013.1990.1.1",NA,NA,NA
"147","SL",1990-01-28,"FDP","41420.013.1990.1.1",NA,NA,NA
"148","SL",1990-01-28,"Grüne","41112.013.1990.1.1",NA,NA,NA
"149","NI",1990-05-13,"SPD","41320.009.1990.1.1",NA,NA,NA
"150","NI",1990-05-13,"CDU","41521.009.1990.1.1",NA,NA,NA
"151","NI",1990-05-13,"FDP","41420.009.1990.1.1",NA,NA,NA
"152","NI",1990-05-13,"Grüne","41112.009.1990.1.1",NA,NA,NA
"153","NW",1990-05-13,"SPD","41320.010.1990.1.1",NA,NA,NA
"154","NW",1990-05-13,"CDU","41521.010.1990.1.1",NA,NA,NA
"155","NW",1990-05-13,"FDP","41420.010.1990.1.1",NA,NA,NA
"156","NW",1990-05-13,"Grüne","41112.010.1990.1.1",NA,NA,NA
"157","BB",1990-10-14,"SPD","41320.001.1990.1.1",NA,NA,NA
"158","BB",1990-10-14,"Linke","41221.001.1990.1.1",NA,NA,NA
"159","BB",1990-10-14,"FDP","41420.001.1990.1.1",NA,NA,NA
"160","BB",1990-10-14,"Grüne","41112.001.1990.1.1",NA,NA,NA
"161","BY",1990-10-14,"CSU","41523.004.1990.1.1",NA,NA,NA
"162","BY",1990-10-14,"SPD","41320.004.1990.1.1",NA,NA,NA
"163","BY",1990-10-14,"Grüne","41112.004.1990.1.1",NA,NA,NA
"164","BY",1990-10-14,"FDP","41420.004.1990.1.1",NA,NA,NA
"165","MV",1990-10-14,"CDU","41521.008.1990.1.1",NA,NA,NA
"166","MV",1990-10-14,"SPD","41320.008.1990.1.1",NA,NA,NA
"167","MV",1990-10-14,"Linke","41221.008.1990.1.1",NA,NA,NA
"168","MV",1990-10-14,"FDP","41420.008.1990.1.1",NA,NA,NA
"169","MV",1990-10-14,"Bü90","41112.008.1990.1.1",NA,NA,NA
"170","SN",1990-10-14,"CDU","41521.014.1990.1.1",NA,NA,NA
"171","SN",1990-10-14,"SPD","41320.014.1990.1.1",NA,NA,NA
"172","SN",1990-10-14,"Linke","41221.014.1990.1.1",NA,NA,NA
"173","SN",1990-10-14,"Forum","41113.014.1990.1.1",NA,NA,NA
"174","SN",1990-10-14,"FDP","41420.014.1990.1.1",NA,NA,NA
"175","SN",1990-10-14,"DSU","41430.014.1990.1.1",NA,NA,NA
"176","ST",1990-10-14,"CDU","41521.015.1990.1.1",NA,NA,NA
"177","ST",1990-10-14,"SPD","41320.015.1990.1.1",NA,NA,NA
"178","ST",1990-10-14,"FDP","41420.015.1990.1.1",NA,NA,NA
"179","ST",1990-10-14,"Linke","41221.015.1990.1.1",NA,NA,NA
"180","ST",1990-10-14,"Grüne","41112.015.1990.1.1",NA,NA,NA
"181","TH",1990-10-14,"CDU","41521.016.1990.1.1",NA,NA,NA
"182","TH",1990-10-14,"SPD","41320.016.1990.1.1",NA,NA,NA
"183","TH",1990-10-14,"Linke","41221.016.1990.1.1",NA,NA,NA
"184","TH",1990-10-14,"FDP","41420.016.1990.1.1",NA,NA,NA
"185","TH",1990-10-14,"Grüne","41112.016.1990.1.1",NA,NA,NA
"186","BE",1990-12-02,"CDU","41521.002.1990.1.1",NA,NA,NA
"187","BE",1990-12-02,"SPD","41320.002.1990.1.1",NA,NA,NA
"188","BE",1990-12-02,"Linke","41221.002.1990.1.1",NA,NA,NA
"189","BE",1990-12-02,"FDP","41420.002.1990.1.1",NA,NA,NA
"190","BE",1990-12-02,"Grüne","41112.002.1990.1.1",NA,NA,NA
"191","HE",1991-01-20,"SPD","41320.006.1991.1.1",NA,NA,NA
"192","HE",1991-01-20,"CDU","41521.006.1991.1.1",NA,NA,NA
"193","HE",1991-01-20,"Grüne","41112.006.1991.1.1",NA,NA,NA
"194","HE",1991-01-20,"FDP","41420.006.1991.1.1",NA,NA,NA
"195","RP",1991-04-21,"SPD","41320.011.1991.1.1",NA,NA,NA
"196","RP",1991-04-21,"CDU","41521.011.1991.1.1",NA,NA,NA
"197","RP",1991-04-21,"FDP","41420.011.1991.1.1",NA,NA,NA
"198","RP",1991-04-21,"Grüne","41112.011.1991.1.1",NA,NA,NA
"199","HH",1991-06-02,"SPD","41320.007.1991.1.1",NA,NA,NA
"200","HH",1991-06-02,"CDU","41521.007.1991.1.1",NA,NA,NA
"201","HH",1991-06-02,"Grüne","41112.007.1991.1.1",NA,NA,NA
"202","HH",1991-06-02,"FDP","41420.007.1991.1.1",NA,NA,NA
"203","HB",1991-09-29,"SPD","41320.005.1991.1.1",NA,NA,NA
"204","HB",1991-09-29,"CDU","41521.005.1991.1.1",NA,NA,NA
"205","HB",1991-09-29,"Grüne","41112.005.1991.1.1",NA,NA,NA
"206","HB",1991-09-29,"FDP","41420.005.1991.1.1",NA,NA,NA
"207","BW",1992-04-05,"CDU","41521.003.1992.1.1",NA,NA,NA
"208","BW",1992-04-05,"SPD","41320.003.1992.1.1",NA,NA,NA
"209","BW",1992-04-05,"Rep","41701.003.1992.1.1",NA,NA,NA
"210","BW",1992-04-05,"Grüne","41112.003.1992.1.1",NA,NA,NA
"211","BW",1992-04-05,"FDP","41420.003.1992.1.1",NA,NA,NA
"212","SH",1992-04-05,"SPD","41320.012.1992.1.1",NA,NA,NA
"213","SH",1992-04-05,"CDU","41521.012.1992.1.1",NA,NA,NA
"214","SH",1992-04-05,"FDP","41420.012.1992.1.1",NA,NA,NA
"215","SH",1992-04-05,"Grüne","41112.012.1992.1.1",NA,NA,NA
"216","SH",1992-04-05,"SSW","41902.012.1992.1.1",NA,NA,NA
"217","HH",1993-09-19,"SPD","41320.007.1993.1.1",NA,NA,NA
"218","HH",1993-09-19,"CDU","41521.007.1993.1.1",NA,NA,NA
"219","HH",1993-09-19,"Grüne","41112.007.1993.1.1",NA,NA,NA
"220","HH",1993-09-19,"FDP","41420.007.1993.1.1",NA,NA,NA
"221","NI",1994-03-13,"SPD","41320.009.1994.1.1",NA,NA,NA
"222","NI",1994-03-13,"CDU","41521.009.1994.1.1",NA,NA,NA
"223","NI",1994-03-13,"Grüne","41113.009.1994.1.1",NA,NA,NA
"224","NI",1994-03-13,"FDP","41420.009.1994.1.1",NA,NA,NA
"225","ST",1994-06-26,"CDU","41521.015.1994.1.1",NA,NA,NA
"226","ST",1994-06-26,"SPD","41320.015.1994.1.1",NA,NA,NA
"227","ST",1994-06-26,"Linke","41221.015.1994.1.1",NA,NA,NA
"228","ST",1994-06-26,"Grüne","41113.015.1994.1.1",NA,NA,NA
"229","ST",1994-06-26,"FDP","41420.015.1994.1.1",NA,NA,NA
"230","BB",1994-09-11,"SPD","41320.001.1994.1.1",NA,NA,NA
"231","BB",1994-09-11,"CDU","41521.001.1994.1.1",NA,NA,NA
"232","BB",1994-09-11,"Linke","41221.001.1994.1.1",NA,NA,NA
"233","BB",1994-09-11,"Grüne","41113.001.1994.1.1",NA,NA,NA
"234","BB",1994-09-11,"FDP","41420.001.1994.1.1",NA,NA,NA
"235","SN",1994-09-11,"CDU","41521.014.1994.1.1",NA,NA,NA
"236","SN",1994-09-11,"SPD","41320.014.1994.1.1",NA,NA,NA
"237","SN",1994-09-11,"Linke","41221.014.1994.1.1",NA,NA,NA
"238","SN",1994-09-11,"Grüne","41113.014.1994.1.1",NA,NA,NA
"239","SN",1994-09-11,"FDP","41420.014.1994.1.1",NA,NA,NA
"240","BY",1994-09-25,"CSU","41523.004.1994.1.1",NA,NA,NA
"241","BY",1994-09-25,"SPD","41320.004.1994.1.1",NA,NA,NA
"242","BY",1994-09-25,"Grüne","41113.004.1994.1.1",NA,NA,NA
"243","BY",1994-09-25,"FDP","41420.004.1994.1.1",NA,NA,NA
"244","MV",1994-10-16,"CDU","41521.008.1994.1.1",NA,NA,NA
"245","MV",1994-10-16,"SPD","41320.008.1994.1.1",NA,NA,NA
"246","MV",1994-10-16,"Linke","41221.008.1994.1.1",NA,NA,NA
"247","MV",1994-10-16,"FDP","41420.008.1994.1.1",NA,NA,NA
"248","MV",1994-10-16,"Grüne","41113.008.1994.1.1",NA,NA,NA
"249","SL",1994-10-16,"SPD","41320.013.1994.1.1",NA,NA,NA
"250","SL",1994-10-16,"CDU","41521.013.1994.1.1",NA,NA,NA
"251","SL",1994-10-16,"Grüne","41113.013.1994.1.1",NA,NA,NA
"252","SL",1994-10-16,"FDP","41420.013.1994.1.1",NA,NA,NA
"253","TH",1994-10-16,"CDU","41521.016.1994.1.1",NA,NA,NA
"254","TH",1994-10-16,"SPD","41320.016.1994.1.1",NA,NA,NA
"255","TH",1994-10-16,"Linke","41221.016.1994.1.1",NA,NA,NA
"256","TH",1994-10-16,"Grüne","41113.016.1994.1.1",NA,NA,NA
"257","TH",1994-10-16,"FDP","41420.016.1994.1.1",NA,NA,NA
"258","HE",1995-02-19,"CDU","41521.006.1995.1.1",NA,NA,NA
"259","HE",1995-02-19,"SPD","41320.006.1995.1.1",NA,NA,NA
"260","HE",1995-02-19,"Grüne","41113.006.1995.1.1",NA,NA,NA
"261","HE",1995-02-19,"FDP","41420.006.1995.1.1",NA,NA,NA
"262","HB",1995-05-14,"SPD","41320.005.1995.1.1",NA,NA,NA
"263","HB",1995-05-14,"CDU","41521.005.1995.1.1",NA,NA,NA
"264","HB",1995-05-14,"Grüne","41113.005.1995.1.1",NA,NA,NA
"265","HB",1995-05-14,"AFB","41901.005.1995.1.1",NA,NA,NA
"266","HB",1995-05-14,"FDP","41420.005.1995.1.1",NA,NA,NA
"267","NW",1995-05-14,"SPD","41320.010.1995.1.1",NA,NA,NA
"268","NW",1995-05-14,"CDU","41521.010.1995.1.1",NA,NA,NA
"269","NW",1995-05-14,"Grüne","41113.010.1995.1.1",NA,NA,NA
"270","NW",1995-05-14,"FDP","41420.010.1995.1.1",NA,NA,NA
"271","BE",1995-10-22,"CDU","41521.002.1995.1.1",NA,NA,NA
"272","BE",1995-10-22,"SPD","41320.002.1995.1.1",NA,NA,NA
"273","BE",1995-10-22,"Linke","41221.002.1995.1.1",NA,NA,NA
"274","BE",1995-10-22,"Grüne","41113.002.1995.1.1",NA,NA,NA
"275","BE",1995-10-22,"FDP","41420.002.1995.1.1",NA,NA,NA
"276","BW",1996-03-24,"CDU","41521.003.1996.1.1",NA,NA,NA
"277","BW",1996-03-24,"SPD","41320.003.1996.1.1",NA,NA,NA
"278","BW",1996-03-24,"Grüne","41113.003.1996.1.1",NA,NA,NA
"279","BW",1996-03-24,"FDP","41420.003.1996.1.1",NA,NA,NA
"280","BW",1996-03-24,"Rep","41701.003.1996.1.1",NA,NA,NA
"281","RP",1996-03-24,"SPD","41320.011.1996.1.1",NA,NA,NA
"282","RP",1996-03-24,"CDU","41521.011.1996.1.1",NA,NA,NA
"283","RP",1996-03-24,"FDP","41420.011.1996.1.1",NA,NA,NA
"284","RP",1996-03-24,"Grüne","41113.011.1996.1.1",NA,NA,NA
"285","SH",1996-03-24,"SPD","41320.012.1996.1.1",NA,NA,NA
"286","SH",1996-03-24,"CDU","41521.012.1996.1.1",NA,NA,NA
"287","SH",1996-03-24,"Grüne","41113.012.1996.1.1",NA,NA,NA
"288","SH",1996-03-24,"FDP","41420.012.1996.1.1",NA,NA,NA
"289","SH",1996-03-24,"SSW","41902.012.1996.1.1",NA,NA,NA
"290","HH",1997-09-21,"SPD","41320.007.1997.1.1",NA,NA,NA
"291","HH",1997-09-21,"CDU","41521.007.1997.1.1",NA,NA,NA
"292","HH",1997-09-21,"Grüne","41113.007.1997.1.1",NA,NA,NA
"293","HH",1997-09-21,"FDP","41420.007.1997.1.1",NA,NA,NA
"294","NI",1998-03-01,"SPD","41320.009.1998.1.1",NA,NA,NA
"295","NI",1998-03-01,"CDU","41521.009.1998.1.1",NA,NA,NA
"296","NI",1998-03-01,"Grüne","41113.009.1998.1.1",NA,NA,NA
"297","NI",1998-03-01,"FDP","41420.009.1998.1.1",NA,NA,NA
"298","ST",1998-04-26,"SPD","41320.015.1998.1.1",NA,NA,NA
"299","ST",1998-04-26,"CDU","41521.015.1998.1.1",NA,NA,NA
"300","ST",1998-04-26,"Linke","41221.015.1998.1.1",NA,NA,NA
"301","ST",1998-04-26,"FDP","41420.015.1998.1.1",NA,NA,NA
"302","ST",1998-04-26,"Grüne","41113.015.1998.1.1",NA,NA,NA
"303","BY",1998-09-13,"CSU","41523.004.1998.1.1",NA,NA,NA
"304","BY",1998-09-13,"SPD","41320.004.1998.1.1",NA,NA,NA
"305","BY",1998-09-13,"Grüne","41113.004.1998.1.1",NA,NA,NA
"306","BY",1998-09-13,"FDP","41420.004.1998.1.1",NA,NA,NA
"307","MV",1998-09-27,"SPD","41320.008.1998.1.1",NA,NA,NA
"308","MV",1998-09-27,"CDU","41521.008.1998.1.1",NA,NA,NA
"309","MV",1998-09-27,"Linke","41221.008.1998.1.1",NA,NA,NA
"310","MV",1998-09-27,"Grüne","41113.008.1998.1.1",NA,NA,NA
"311","MV",1998-09-27,"FDP","41420.008.1998.1.1",NA,NA,NA
"312","HE",1999-02-07,"CDU","41521.006.1999.1.1",NA,NA,NA
"313","HE",1999-02-07,"SPD","41320.006.1999.1.1",NA,NA,NA
"314","HE",1999-02-07,"Grüne","41113.006.1999.1.1",NA,NA,NA
"315","HE",1999-02-07,"FDP","41420.006.1999.1.1",NA,NA,NA
"316","HB",1999-06-06,"SPD","41320.005.1999.1.1",NA,NA,NA
"317","HB",1999-06-06,"CDU","41521.005.1999.1.1",NA,NA,NA
"318","HB",1999-06-06,"Grüne","41113.005.1999.1.1",NA,NA,NA
"319","HB",1999-06-06,"FDP","41420.005.1999.1.1",NA,NA,NA
"320","BB",1999-09-05,"SPD","41320.001.1999.1.1",NA,NA,NA
"321","BB",1999-09-05,"CDU","41521.001.1999.1.1",NA,NA,NA
"322","BB",1999-09-05,"Linke","41221.001.1999.1.1",NA,NA,NA
"323","BB",1999-09-05,"Grüne","41113.001.1999.1.1",NA,NA,NA
"324","BB",1999-09-05,"FDP","41420.001.1999.1.1",NA,NA,NA
"325","SL",1999-09-05,"CDU","41521.013.1999.1.1",NA,NA,NA
"326","SL",1999-09-05,"SPD","41320.013.1999.1.1",NA,NA,NA
"327","SL",1999-09-05,"Grüne","41113.013.1999.1.1",NA,NA,NA
"328","SL",1999-09-05,"FDP","41420.013.1999.1.1",NA,NA,NA
"329","TH",1999-09-12,"CDU","41521.016.1999.1.1",NA,NA,NA
"330","TH",1999-09-12,"Linke","41221.016.1999.1.1",NA,NA,NA
"331","TH",1999-09-12,"SPD","41320.016.1999.1.1",NA,NA,NA
"332","TH",1999-09-12,"Grüne","41113.016.1999.1.1",NA,NA,NA
"333","TH",1999-09-12,"FDP","41420.016.1999.1.1",NA,NA,NA
"334","SN",1999-09-19,"CDU","41521.014.1999.1.1",NA,NA,NA
"335","SN",1999-09-19,"Linke","41221.014.1999.1.1",NA,NA,NA
"336","SN",1999-09-19,"SPD","41320.014.1999.1.1",NA,NA,NA
"337","SN",1999-09-19,"Grüne","41113.014.1999.1.1",NA,NA,NA
"338","SN",1999-09-19,"FDP","41420.014.1999.1.1",NA,NA,NA
"339","BE",1999-10-10,"CDU","41521.002.1999.1.1",NA,NA,NA
"340","BE",1999-10-10,"SPD","41320.002.1999.1.1",NA,NA,NA
"341","BE",1999-10-10,"Linke","41221.002.1999.1.1",NA,NA,NA
"342","BE",1999-10-10,"Grüne","41113.002.1999.1.1",NA,NA,NA
"343","BE",1999-10-10,"FDP","41420.002.1999.1.1",NA,NA,NA
"344","SH",2000-02-27,"SPD","41320.012.2000.1.1",NA,NA,NA
"345","SH",2000-02-27,"CDU","41521.012.2000.1.1",NA,NA,NA
"346","SH",2000-02-27,"FDP","41420.012.2000.1.1",NA,NA,NA
"347","SH",2000-02-27,"Grüne","41113.012.2000.1.1",NA,NA,NA
"348","SH",2000-02-27,"SSW","41902.012.2000.1.1",NA,NA,NA
"349","NW",2000-05-14,"SPD","41320.010.2000.1.1",NA,NA,NA
"350","NW",2000-05-14,"CDU","41521.010.2000.1.1",NA,NA,NA
"351","NW",2000-05-14,"FDP","41420.010.2000.1.1",NA,NA,NA
"352","NW",2000-05-14,"Grüne","41113.010.2000.1.1",NA,NA,NA
"353","BW",2001-03-25,"CDU","41521.003.2001.1.1",NA,NA,NA
"354","BW",2001-03-25,"SPD","41320.003.2001.1.1",NA,NA,NA
"355","BW",2001-03-25,"FDP","41420.003.2001.1.1",NA,NA,NA
